AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,PersonMasterID
1125,717,Lakshmi Shetty,56,1,A1,PM00800
1126,718,Priya Khan,40,1,A1,PM00976
1127,719,Sneha Bhat,21,3,A1,PM00259
1128,719,Ananya Kumar,36,1,A2,PM00411
1129,720,Ajay Hegde,23,1,A1,PM00414
1130,720,Shankar Joshi,60,1,A2,PM00612
1131,720,Farhan Bhat,24,1,A3,PM00814
1132,721,Sneha Khan,59,1,A1,PM00192
1133,721,Divya Sharma,42,1,A2,PM00613
1134,721,Imran Naik,18,1,A3,PM00317
1135,722,Anil Patil,46,1,A1,PM00063
1136,723,Lakshmi Gowda,47,2,A1,PM00036
1137,724,Anil Khan,31,1,A1,PM00438
1138,725,Manoj Kumar,43,2,A1,PM00902
1139,725,Meera Patil,54,1,A2,PM00466
1140,726,Aishwarya Rao,23,1,A1,PM00085
1141,727,Anil Khan,49,2,A1,PM00645
1142,728,Manoj Gowda,39,1,A1,PM00023
1143,728,Ajay Desai,20,1,A2,PM00372
1144,729,Imran Sharma,39,1,A1,PM01096
1145,729,Imran Kumar,57,1,A2,PM00116
1146,730,Meera Desai,18,2,A1,PM00749
1147,731,Shreya Joshi,62,1,A1,PM00569
1148,732,Aishwarya Patil,21,2,A1,PM00739
1149,733,Divya Kulkarni,56,1,A1,PM00138
1150,734,Lakshmi Nayak,22,2,A1,PM00208
1151,734,Sneha Kulkarni,52,2,A2,PM00276
1152,734,Ajay Mulla,23,2,A3,PM00476
1153,735,Imran Patil,27,2,A1,PM00973
1154,736,Meera Khan,59,2,A1,PM00341
1155,737,Vijay Reddy,54,2,A1,PM00845
1156,738,Divya Desai,26,1,A1,PM00430
1157,738,Naveen Kumar,22,1,A2,PM00584
1158,739,Imran Naik,55,2,A1,PM00015
1159,740,Kiran Bhat,51,3,A1,PM00832
1160,740,Meera Khan,43,1,A2,PM00471
1161,741,Meera Bhat,19,3,A1,PM00904
1162,741,Sunil Joshi,35,1,A2,PM00509
1163,742,Nandini Reddy,56,2,A1,PM00861
1164,743,Shankar Pujari,44,1,A1,PM00454
1165,744,Lakshmi Nayak,47,3,A1,PM00450
1166,745,Vijay Kumar,39,1,A1,PM00894
1167,745,Naveen Naik,27,3,A2,PM00568
1168,746,Kavya Sharma,30,1,A1,PM00270
1169,747,Nandini Kumar,30,3,A1,PM00221
1170,748,Ajay Naik,34,2,A1,PM00280
1171,749,Shreya Gowda,46,1,A1,PM00558
1172,750,Ananya Kumar,36,1,A1,PM00411
1173,751,Neha Shetty,48,2,A1,PM00652
1174,752,Imran Kumar,57,1,A1,PM00116
1175,752,Mahesh Sharma,20,2,A2,PM00384
1176,753,Kavya Nayak,49,3,A1,PM00251
1177,753,Imran Hegde,55,1,A2,PM00715
1178,753,Naveen Gowda,26,2,A3,PM00297
1179,754,Prakash Pujari,18,1,A1,PM00392
1180,754,Priya Mulla,20,2,A2,PM00983
1181,754,Shankar Sharma,20,2,A3,PM00052
1182,755,Kavya Pujari,27,1,A1,PM00030
1183,756,Mahesh Sharma,20,1,A1,PM01028
1184,757,Shreya Pujari,30,1,A1,PM00909
1185,758,Priya Khan,50,2,A1,PM00060
1186,758,Divya Gowda,45,2,A2,PM00795
1187,759,Sneha Bhat,21,3,A1,PM00259
1188,760,Arun Kulkarni,60,1,A1,PM00843
1189,761,Manoj Patil,29,2,A1,PM00617
1190,762,Aishwarya Bhat,52,2,A1,PM00980
1191,763,Divya Joshi,57,2,A1,PM00380
1192,763,Sneha Bhat,21,3,A2,PM00259
1193,764,Kiran Pujari,42,1,A1,PM00013
1194,765,Sunil Nayak,59,1,A1,PM00413
1195,766,Rahul Naik,57,2,A1,PM00667
1196,766,Arun Pujari,55,2,A2,PM00936
1197,766,Divya Hegde,56,1,A3,PM00942
1198,767,Mahesh Pujari,61,2,A1,PM00624
1199,768,Priya Nayak,25,2,A1,PM00329
1200,768,Ravi Joshi,57,1,A2,PM00222
1201,769,Ananya Naik,53,1,A1,PM00179
1202,769,Neha Kumar,62,1,A2,PM00314
1203,770,Meera Shetty,55,1,A1,PM00977
1204,770,Kavya Kumar,50,1,A2,PM00489
1205,771,Manoj Joshi,57,2,A1,PM00647
1206,772,Neha Nayak,24,1,A1,PM01021
1207,772,Sneha Patil,23,3,A2,PM00578
1208,773,Ajay Patil,34,1,A1,PM01004
1209,773,Naveen Pujari,26,1,A2,PM00769
1210,773,Aishwarya Gowda,56,1,A3,PM00803
1211,774,Shreya Patil,35,1,A1,PM00884
1212,775,Shankar Sharma,20,2,A1,PM00052
1213,776,Kavya Mulla,50,3,A1,PM00668
1214,776,Naveen Pujari,26,1,A2,PM00769
1215,776,Lakshmi Pujari,58,2,A3,PM01011
1216,776,Pooja Pujari,34,1,A4,PM00519
1217,777,Imran Reddy,19,3,A1,PM00242
1218,778,Priya Sharma,18,3,A1,PM00572
1219,779,Lakshmi Kulkarni,61,1,A1,PM00362
1220,780,Naveen Jain,54,3,A1,PM00754
1221,780,Deepak Reddy,53,1,A2,PM00187
1222,781,Nandini Kumar,39,2,A1,PM00428
1223,782,Vijay Naik,51,2,A1,PM00794
1224,783,Prakash Sharma,52,3,A1,PM00708
1225,783,Farhan Hegde,32,1,A2,PM00598
1226,783,Priya Desai,42,1,A3,PM00982
1227,784,Ananya Jain,65,3,A1,PM00498
1228,784,Ajay Reddy,28,2,A2,PM00220
1229,785,Ravi Bhat,55,3,A1,PM00588
1230,786,Ananya Patil,47,2,A1,PM00269
1231,787,Naveen Naik,27,3,A1,PM00568
1232,788,Pooja Bhat,25,1,A1,PM00395
1233,788,Prakash Sharma,52,3,A2,PM00708
1234,788,Kiran Desai,51,1,A3,PM00299
1235,789,Sneha Jain,48,2,A1,PM01089
1236,790,Ananya Desai,34,1,A1,PM00229
1237,791,Suresh Mulla,61,2,A1,PM00378
1238,791,Naveen Naik,51,3,A2,PM01047
1239,791,Manoj Mulla,22,2,A3,PM00957
1240,792,Ananya Pujari,34,1,A1,PM00294
1241,792,Ajay Naik,30,3,A2,PM00164
1242,792,Kavya Shetty,33,1,A3,PM01067
1243,793,Anil Nayak,52,3,A1,PM00605
1244,793,Ajay Mulla,26,1,A2,PM00567
1245,793,Arun Kumar,38,2,A3,PM00950
1246,794,Prakash Jain,56,1,A1,PM00993
1247,794,Mahesh Bhat,35,1,A2,PM00009
1248,794,Asha Joshi,20,2,A3,PM00690
1249,795,Sneha Naik,42,2,A1,PM00374
1250,796,Sneha Naik,42,2,A1,PM00374
1251,796,Naveen Mulla,36,2,A2,PM00555
1252,797,Naveen Reddy,49,1,A1,PM00891
1253,797,Shankar Bhat,32,3,A2,PM00758
1254,798,Lakshmi Kulkarni,64,1,A1,PM00816
1255,799,Asha Joshi,20,2,A1,PM00690
1256,800,Ravi Bhat,41,2,A1,PM00912
1257,801,Lakshmi Reddy,63,2,A1,PM01100
1258,802,Ananya Pujari,20,1,A1,PM00347
1259,802,Sneha Jain,62,2,A2,PM00740
1260,803,Mahesh Gowda,48,1,A1,PM00585
1261,803,Prakash Kulkarni,35,1,A2,PM00527
1262,804,Kiran Hegde,52,2,A1,PM00345
1263,804,Kiran Hegde,26,2,A2,PM00325
1264,805,Manoj Gowda,39,1,A1,PM00023
1265,805,Sunil Jain,44,1,A2,PM00283
1266,806,Arun Joshi,18,1,A1,PM00263
1267,807,Nandini Sharma,64,3,A1,PM00615
1268,808,Anil Reddy,18,2,A1,PM00686
1269,808,Kavya Kumar,63,1,A2,PM00717
1270,809,Kavya Kumar,50,1,A1,PM00489
1271,810,Sneha Mulla,26,2,A1,PM00282
1272,811,Sneha Khan,23,1,A1,PM00727
1273,811,Farhan Bhat,38,2,A2,PM00090
1274,812,Lakshmi Gowda,47,2,A1,PM00036
1275,813,Neha Kumar,62,1,A1,PM00314
1276,814,Rahul Reddy,49,2,A1,PM00610
1277,815,Sunil Khan,22,3,A1,PM01006
1278,815,Rahul Naik,26,3,A2,PM00278
1279,815,Suresh Joshi,23,1,A3,PM00067
1280,816,Rahul Khan,57,1,A1,PM00418
1281,817,Ravi Patil,34,1,A1,PM00988
1282,817,Sneha Rao,55,1,A2,PM01065
1283,818,Farhan Hegde,32,1,A1,PM00598
1284,819,Suresh Patil,49,1,A1,PM00401
1285,819,Ananya Reddy,49,2,A2,PM00670
1286,820,Pooja Sharma,36,2,A1,PM00700
1287,821,Neha Shetty,48,2,A1,PM00652
1288,822,Pooja Sharma,36,2,A1,PM00700
1289,822,Imran Kumar,53,1,A2,PM00268
1290,823,Deepak Reddy,53,1,A1,PM00187
1291,823,Anil Pujari,35,1,A2,PM00233
1292,824,Meera Khan,43,1,A1,PM00471
1293,824,Prakash Joshi,49,1,A2,PM00237
1294,825,Ajay Shetty,37,2,A1,PM00301
1295,826,Divya Desai,49,1,A1,PM00494
1296,827,Divya Jain,59,2,A1,PM00900
1297,827,Neha Kumar,62,1,A2,PM00314
1298,828,Pooja Shetty,54,2,A1,PM00633
1299,829,Prakash Hegde,32,1,A1,PM01005
1300,829,Meera Gowda,55,2,A2,PM00315
1301,830,Mahesh Khan,51,1,A1,PM01066
1302,830,Ajay Nayak,40,2,A2,PM00762
1303,830,Naveen Reddy,53,1,A3,PM00979
1304,830,Pooja Hegde,64,1,A4,PM01034
1305,831,Vijay Shetty,64,2,A1,PM00145
1306,831,Farhan Rao,18,1,A2,PM00360
1307,831,Rahul Khan,19,2,A3,PM00967
1308,832,Sneha Khan,51,1,A1,PM00399
1309,833,Aishwarya Bhat,52,2,A1,PM00980
1310,834,Prakash Joshi,44,2,A1,PM00031
1311,835,Sneha Khan,51,1,A1,PM00399
1312,835,Imran Kumar,57,1,A2,PM00116
1313,835,Manoj Pujari,39,1,A3,PM00311
1314,836,Ravi Bhat,55,3,A1,PM00588
1315,836,Aishwarya Naik,65,2,A2,PM01072
1316,837,Asha Joshi,26,1,A1,PM00611
1317,837,Ravi Khan,39,1,A2,PM00693
1318,837,Farhan Jain,41,3,A3,PM00443
1319,837,Neha Rao,54,1,A4,PM00431
1320,838,Suresh Sharma,44,2,A1,PM00648
1321,838,Mahesh Hegde,39,2,A2,PM00711
1322,839,Mahesh Mulla,42,1,A1,PM00296
1323,839,Shankar Rao,39,2,A2,PM00947
1324,840,Meera Kumar,61,1,A1,PM01063
1325,841,Lakshmi Nayak,57,2,A1,PM00866
1326,841,Shreya Kulkarni,24,3,A2,PM00726
1327,842,Ajay Desai,52,3,A1,PM00653
1328,842,Divya Mulla,51,2,A2,PM00702
1329,843,Ravi Hegde,30,3,A1,PM00840
1330,844,Farhan Hegde,47,1,A1,PM00922
1331,844,Divya Sharma,42,1,A2,PM00613
1332,845,Farhan Hegde,55,1,A1,PM00336
1333,846,Sunil Desai,45,1,A1,PM01020
1334,846,Priya Bhat,26,1,A2,PM00365
1335,847,Shreya Patil,35,1,A1,PM00884
1336,848,Suresh Hegde,23,2,A1,PM00606
1337,848,Meera Jain,58,1,A2,PM00940
1338,848,Imran Desai,49,1,A3,PM00592
1339,849,Neha Desai,31,1,A1,PM00332
1340,849,Priya Naik,34,2,A2,PM01031
1341,849,Shreya Joshi,37,2,A3,PM00214
1342,850,Ananya Pujari,40,2,A1,PM00468
1343,850,Prakash Pujari,22,2,A2,PM00239
1344,851,Kiran Patil,30,1,A1,PM00766
1345,852,Sunil Patil,48,1,A1,PM00725
1346,853,Mahesh Pujari,31,2,A1,PM00174
1347,854,Suresh Pujari,21,2,A1,PM00829
1348,855,Arun Naik,47,2,A1,PM00991
1349,856,Suresh Sharma,28,3,A1,PM00504
1350,856,Sneha Gowda,49,2,A2,PM00288
1351,857,Neha Kumar,25,1,A1,PM00457
1352,858,Vijay Mulla,52,1,A1,PM00919
1353,858,Anil Khan,49,2,A2,PM00645
1354,858,Arun Joshi,18,1,A3,PM00263
1355,859,Prakash Patil,64,1,A1,PM00810
1356,860,Naveen Reddy,49,1,A1,PM00891
1357,861,Sunil Rao,34,2,A1,PM00650
1358,862,Sunil Sharma,57,1,A1,PM00858
1359,863,Meera Shetty,55,1,A1,PM00977
1360,864,Aishwarya Sharma,34,1,A1,PM00656
1361,864,Neha Bhat,43,1,A2,PM00830
1362,865,Asha Desai,22,3,A1,PM00376
1363,866,Manoj Shetty,65,1,A1,PM00926
1364,867,Asha Khan,34,1,A1,PM00420
1365,868,Vijay Joshi,19,2,A1,PM00139
1366,869,Farhan Joshi,33,1,A1,PM00915
1367,869,Sunil Khan,22,3,A2,PM01006
1368,870,Shankar Pujari,44,1,A1,PM00454
1369,870,Vijay Naik,49,1,A2,PM00886
1370,871,Ajay Joshi,37,2,A1,PM00404
1371,872,Naveen Naik,27,3,A1,PM00568
1372,872,Ravi Nayak,27,1,A2,PM00355
1373,873,Prakash Reddy,41,2,A1,PM00773
1374,874,Kavya Pujari,27,1,A1,PM00030
1375,874,Anil Reddy,18,2,A2,PM00686
1376,874,Suresh Sharma,20,2,A3,PM00782
1377,875,Naveen Gowda,58,1,A1,PM00586
1378,875,Ananya Kulkarni,58,3,A2,PM00038
1379,876,Rahul Desai,59,2,A1,PM00630
1380,877,Ananya Reddy,49,2,A1,PM00670
1381,878,Kiran Hegde,52,2,A1,PM00345
1382,879,Sunil Reddy,56,1,A1,PM00005
1383,880,Priya Nayak,20,2,A1,PM00978
1384,881,Imran Reddy,39,2,A1,PM00839
1385,881,Priya Gowda,29,1,A2,PM00217
1386,882,Ravi Hegde,41,1,A1,PM00631
1387,882,Lakshmi Joshi,62,1,A2,PM00564
1388,883,Manoj Gowda,39,1,A1,PM00023
1389,883,Prakash Gowda,34,3,A2,PM00244
1390,883,Meera Desai,34,2,A3,PM01015
1391,883,Priya Bhat,26,1,A4,PM00365
1392,884,Shankar Khan,35,2,A1,PM00807
1393,885,Pooja Kulkarni,51,1,A1,PM00169
1394,885,Naveen Khan,57,3,A2,PM00323
1395,885,Ananya Naik,31,3,A3,PM00595
1396,885,Farhan Patil,18,1,A4,PM00574
1397,886,Manoj Rao,64,2,A1,PM00338
1398,886,Prakash Patil,64,1,A2,PM00810
1399,886,Neha Mulla,33,2,A3,PM00774
1400,886,Mahesh Sharma,51,1,A4,PM00743
1401,887,Sneha Naik,54,3,A1,PM01032
1402,887,Kiran Jain,31,2,A2,PM00507
1403,887,Sunil Khan,58,1,A3,PM00150
1404,888,Asha Desai,22,3,A1,PM00376
1405,889,Neha Bhat,37,2,A1,PM00621
1406,889,Anil Bhat,35,2,A2,PM00048
1407,890,Meera Mulla,54,3,A1,PM00722
1408,891,Shankar Rao,32,2,A1,PM00786
1409,891,Mahesh Nayak,40,3,A2,PM00870
1410,891,Meera Pujari,59,2,A3,PM01078
1411,892,Imran Hegde,55,1,A1,PM00715
1412,893,Anil Pujari,22,3,A1,PM00520
1413,894,Meera Pujari,54,1,A1,PM00627
1414,894,Meera Pujari,54,1,A2,PM00627
1415,895,Rahul Rao,55,1,A1,PM01030
1416,895,Prakash Jain,54,3,A2,PM00719
1417,896,Meera Kulkarni,48,2,A1,PM00101
1418,897,Priya Sharma,30,1,A1,PM00907
1419,898,Kiran Patil,30,2,A1,PM00190
1420,899,Sunil Rao,34,2,A1,PM00650
1421,900,Aishwarya Bhat,52,2,A1,PM00980
1422,901,Divya Jain,59,2,A1,PM00900
1423,901,Ravi Joshi,52,1,A2,PM00071
1424,902,Aishwarya Nayak,23,3,A1,PM01068
1425,903,Shankar Nayak,26,2,A1,PM00172
1426,903,Pooja Mulla,62,2,A2,PM00093
1427,903,Vijay Kumar,37,1,A3,PM00321
1428,903,Shreya Kulkarni,19,3,A4,PM00307
1429,904,Ananya Naik,31,3,A1,PM00595
1430,905,Deepak Reddy,53,1,A1,PM00187
1431,906,Sneha Khan,23,1,A1,PM00727
1432,907,Divya Jain,59,2,A1,PM00900
1433,908,Divya Mulla,57,3,A1,PM00464
1434,908,Prakash Rao,61,1,A2,PM00124
1435,909,Mahesh Sharma,20,1,A1,PM01028
1436,910,Ravi Kulkarni,29,2,A1,PM00733
1437,910,Sunil Pujari,30,1,A2,PM00201
1438,911,Neha Bhat,43,1,A1,PM00830
1439,912,Kiran Jain,31,2,A1,PM00507
1440,913,Asha Joshi,20,2,A1,PM00690
1441,913,Divya Mulla,55,2,A2,PM00511
1442,914,Asha Desai,35,2,A1,PM00932
1443,915,Sneha Kulkarni,52,2,A1,PM00276
1444,916,Pooja Rao,43,2,A1,PM00191
1445,917,Kiran Patil,32,1,A1,PM01000
1446,917,Vijay Kumar,62,1,A2,PM00058
1447,918,Lakshmi Kulkarni,64,1,A1,PM00816
1448,919,Kiran Mulla,26,1,A1,PM00171
1449,920,Divya Naik,47,1,A1,PM00495
1450,920,Priya Khan,50,2,A2,PM00060
1451,920,Nandini Desai,32,3,A3,PM00781
1452,921,Pooja Shetty,54,2,A1,PM00633
1453,921,Anil Hegde,44,1,A2,PM00016
1454,922,Rahul Desai,43,1,A1,PM00210
1455,922,Ajay Bhat,48,2,A2,PM00340
1456,922,Arun Pujari,55,2,A3,PM00936
1457,923,Ananya Naik,19,3,A1,PM00751
1458,924,Deepak Reddy,40,3,A1,PM00373
1459,925,Asha Kumar,57,3,A1,PM00059
1460,925,Deepak Pujari,25,1,A2,PM00344
1461,926,Prakash Joshi,42,2,A1,PM00041
1462,926,Anil Rao,44,1,A2,PM00484
1463,926,Meera Patil,39,2,A3,PM00787
1464,927,Nandini Shetty,42,3,A1,PM00654
1465,927,Farhan Bhat,24,1,A2,PM00814
1466,928,Rahul Shetty,44,1,A1,PM00460
1467,929,Deepak Jain,60,1,A1,PM00092
1468,929,Asha Mulla,56,1,A2,PM00161
1469,930,Sunil Pujari,30,1,A1,PM00201
1470,931,Nandini Reddy,37,1,A1,PM00559
1471,932,Deepak Kumar,60,1,A1,PM00937
1472,932,Lakshmi Kulkarni,64,1,A2,PM00816
1473,932,Aishwarya Patil,57,1,A3,PM00876
1474,933,Mahesh Jain,47,1,A1,PM00027
1475,933,Divya Kulkarni,38,1,A2,PM00548
1476,933,Naveen Patil,27,1,A3,PM00565
1477,934,Naveen Gowda,62,3,A1,PM00943
1478,934,Lakshmi Joshi,21,1,A2,PM00182
1479,934,Farhan Bhat,38,2,A3,PM00090
1480,935,Farhan Naik,50,1,A1,PM00990
1481,935,Manoj Khan,36,1,A2,PM00898
1482,935,Nandini Shetty,54,2,A3,PM00118
1483,936,Priya Bhat,36,3,A1,PM00240
1484,937,Anil Reddy,45,2,A1,PM00081
1485,937,Priya Khan,40,1,A2,PM00976
1486,938,Naveen Kumar,22,1,A1,PM00584
1487,938,Prakash Jain,56,1,A2,PM00993
1488,938,Ananya Naik,53,1,A3,PM00179
1489,938,Pooja Sharma,36,2,A4,PM00700
1490,939,Vijay Kumar,37,1,A1,PM00321
1491,940,Lakshmi Kulkarni,64,1,A1,PM00816
1492,940,Ajay Reddy,43,1,A2,PM01027
1493,941,Suresh Gowda,20,2,A1,PM00994
1494,942,Pooja Naik,30,3,A1,PM00938
1495,943,Aishwarya Patil,57,1,A1,PM00876
1496,943,Prakash Hegde,31,3,A2,PM00657
1497,944,Neha Patil,61,1,A1,PM00492
1498,945,Imran Mulla,61,2,A1,PM00196
1499,945,Imran Mulla,61,2,A2,PM00196
1500,945,Vijay Khan,26,3,A3,PM00462
1501,946,Divya Naik,47,1,A1,PM00495
1502,946,Anil Mulla,27,2,A2,PM00601
1503,947,Rahul Kumar,47,2,A1,PM00205
1504,948,Lakshmi Joshi,21,1,A1,PM00182
1505,948,Naveen Shetty,60,2,A2,PM00223
1506,948,Kiran Khan,36,3,A3,PM00720
1507,948,Ananya Shetty,64,1,A4,PM00608
1508,949,Meera Hegde,56,1,A1,PM00808
1509,949,Pooja Desai,36,3,A2,PM00056
1510,950,Aishwarya Naik,65,2,A1,PM01072
1511,951,Rahul Pujari,42,3,A1,PM00163
1512,951,Vijay Bhat,43,1,A2,PM00129
1513,951,Asha Bhat,27,3,A3,PM00607
1514,952,Divya Gowda,45,2,A1,PM00795
1515,952,Meera Mulla,54,3,A2,PM00722
1516,952,Farhan Bhat,24,1,A3,PM00814
1517,953,Neha Patil,28,2,A1,PM00966
1518,953,Farhan Rao,59,2,A2,PM00353
1519,954,Ananya Naik,53,1,A1,PM00179
1520,955,Lakshmi Shetty,64,2,A1,PM00903
1521,956,Meera Kulkarni,48,2,A1,PM00101
1522,957,Prakash Kumar,33,2,A1,PM00873
1523,958,Meera Hegde,56,1,A1,PM00808
1524,958,Kavya Naik,22,2,A2,PM00691
1525,959,Ravi Hegde,30,3,A1,PM00840
1526,959,Anil Gowda,33,1,A2,PM00470
1527,959,Manoj Pujari,44,2,A3,PM00458
1528,960,Neha Reddy,29,1,A1,PM00825
1529,960,Lakshmi Shetty,64,2,A2,PM00903
1530,961,Deepak Pujari,25,1,A1,PM00344
1531,962,Suresh Pujari,21,2,A1,PM00829
1532,962,Imran Gowda,64,1,A2,PM00381
1533,962,Pooja Sharma,36,2,A3,PM00700
1534,963,Manoj Sharma,25,2,A1,PM00535
1535,964,Arun Sharma,33,1,A1,PM01075
1536,965,Nandini Nayak,19,3,A1,PM00643
1537,966,Asha Kumar,57,1,A1,PM00851
1538,967,Naveen Mulla,37,1,A1,PM00748
1539,968,Rahul Naik,57,2,A1,PM00667
1540,969,Naveen Rao,57,1,A1,PM01091
1541,969,Rahul Hegde,35,2,A2,PM00075
1542,970,Priya Shetty,21,2,A1,PM00918
1543,971,Asha Gowda,22,1,A1,PM00377
1544,972,Shreya Joshi,46,1,A1,PM00682
1545,973,Pooja Naik,30,3,A1,PM00938
1546,973,Ravi Naik,32,3,A2,PM00025
1547,974,Kiran Nayak,40,2,A1,PM00465
1548,975,Anil Kumar,56,2,A1,PM00004
1549,975,Imran Gowda,64,1,A2,PM00381
1550,976,Manoj Nayak,39,2,A1,PM00897
1551,977,Ajay Joshi,55,1,A1,PM00467
1552,978,Shankar Patil,60,2,A1,PM00117
1553,979,Shankar Bhat,32,3,A1,PM00758
1554,980,Nandini Naik,33,2,A1,PM00695
1555,980,Neha Sharma,32,3,A2,PM00402
1556,981,Anil Shetty,26,1,A1,PM00562
1557,981,Mahesh Sharma,48,2,A2,PM00911
1558,981,Priya Rao,32,2,A3,PM00040
1559,982,Asha Joshi,20,2,A1,PM00690
1560,983,Nandini Gowda,57,1,A1,PM00176
1561,983,Priya Gowda,29,1,A2,PM00217
1562,984,Nandini Naik,36,2,A1,PM00039
1563,985,Deepak Nayak,28,2,A1,PM00375
1564,985,Suresh Gowda,51,3,A2,PM00123
1565,985,Vijay Shetty,22,1,A3,PM00658
1566,985,Kiran Hegde,26,2,A4,PM00325
1567,986,Suresh Rao,64,2,A1,PM00673
1568,987,Mahesh Pujari,61,2,A1,PM00624
1569,988,Meera Sharma,61,3,A1,PM00868
1570,989,Imran Kumar,22,1,A1,PM00844
1571,990,Anil Khan,29,1,A1,PM00285
1572,991,Sneha Sharma,39,1,A1,PM00386
1573,992,Imran Kumar,57,1,A1,PM00116
1574,993,Lakshmi Desai,52,1,A1,PM00159
1575,994,Priya Sharma,18,3,A1,PM00572
1576,994,Rahul Khan,51,1,A2,PM00872
1577,995,Mahesh Hegde,25,2,A1,PM00273
1578,995,Pooja Hegde,28,1,A2,PM00127
1579,996,Shankar Rao,32,2,A1,PM00786
1580,997,Divya Mulla,51,2,A1,PM00702
1581,997,Neha Kulkarni,25,2,A2,PM00508
1582,998,Kavya Desai,33,1,A1,PM00522
1583,998,Arun Joshi,20,1,A2,PM00678
1584,998,Shankar Naik,25,3,A3,PM00665
1585,998,Farhan Rao,58,2,A4,PM00371
1586,999,Ananya Hegde,61,1,A1,PM00249
1587,1000,Nandini Sharma,64,3,A1,PM00615
1588,1001,Neha Naik,30,2,A1,PM00308
1589,1002,Meera Reddy,34,1,A1,PM00997
1590,1003,Asha Kulkarni,65,1,A1,PM00400
1591,1003,Suresh Mulla,35,3,A2,PM00157
1592,1003,Deepak Patil,48,1,A3,PM00599
1593,1004,Suresh Gowda,54,2,A1,PM00910
1594,1005,Imran Naik,18,1,A1,PM00317
1595,1006,Aishwarya Naik,65,2,A1,PM01072
1596,1007,Divya Pujari,35,1,A1,PM00144
1597,1007,Vijay Joshi,19,2,A2,PM00139
1598,1007,Shankar Kulkarni,60,2,A3,PM00536
1599,1007,Neha Rao,54,1,A4,PM00431
1600,1008,Deepak Patil,51,1,A1,PM00473
1601,1009,Rahul Nayak,55,1,A1,PM00659
1602,1010,Shreya Khan,62,1,A1,PM00732
1603,1010,Kiran Shetty,19,1,A2,PM01097
1604,1011,Kiran Patil,50,2,A1,PM00705
1605,1012,Divya Sharma,53,2,A1,PM00042
1606,1012,Arun Sharma,33,1,A2,PM01075
1607,1012,Sneha Naik,45,1,A3,PM00759
1608,1013,Priya Shetty,21,2,A1,PM00918
1609,1013,Ravi Khan,39,1,A2,PM00334
1610,1014,Anil Kumar,56,2,A1,PM00004
1611,1015,Divya Khan,28,2,A1,PM00264
1612,1016,Asha Rao,34,2,A1,PM00406
1613,1016,Mahesh Hegde,39,2,A2,PM00711
1614,1017,Pooja Desai,55,2,A1,PM00632
1615,1017,Deepak Jain,60,1,A2,PM00092
1616,1018,Deepak Nayak,28,2,A1,PM00375
1617,1019,Ajay Khan,40,1,A1,PM00989
1618,1020,Naveen Jain,36,2,A1,PM00485
1619,1021,Shreya Khan,61,1,A1,PM00398
1620,1022,Vijay Patil,23,3,A1,PM01053
1621,1022,Anil Reddy,18,2,A2,PM00686
1622,1023,Rahul Naik,57,2,A1,PM00667
1623,1023,Lakshmi Nayak,47,3,A2,PM00450
1624,1024,Mahesh Gowda,55,1,A1,PM00241
1625,1025,Lakshmi Naik,61,1,A1,PM00184
1626,1025,Shreya Sharma,22,2,A2,PM00827
1627,1026,Farhan Gowda,30,1,A1,PM01043
1628,1027,Meera Kumar,61,1,A1,PM01063
1629,1028,Anil Joshi,61,1,A1,PM00477
1630,1028,Sunil Mulla,54,3,A2,PM00069
1631,1028,Farhan Gowda,30,1,A3,PM01043
1632,1029,Prakash Gowda,29,1,A1,PM00456
1633,1030,Shankar Hegde,43,1,A1,PM00896
1634,1031,Shreya Sharma,33,2,A1,PM00232
1635,1031,Mahesh Gowda,24,1,A2,PM00142
1636,1032,Shankar Rao,39,2,A1,PM00947
1637,1033,Ajay Naik,34,2,A1,PM00280
1638,1034,Sunil Patil,48,1,A1,PM00725
1639,1034,Kavya Khan,51,2,A2,PM00594
1640,1035,Aishwarya Joshi,45,3,A1,PM00326
1641,1035,Mahesh Shetty,29,2,A2,PM00538
1642,1035,Suresh Nayak,20,2,A3,PM00676
1643,1036,Asha Rao,34,2,A1,PM00406
1644,1037,Kavya Kumar,50,1,A1,PM00489
1645,1038,Anil Rao,44,1,A1,PM00484
1646,1039,Ajay Kumar,26,2,A1,PM00799
1647,1039,Asha Jain,56,1,A2,PM00707
1648,1039,Shreya Joshi,22,2,A3,PM00629
1649,1040,Neha Kumar,39,1,A1,PM00847
1650,1040,Anil Patil,23,1,A2,PM00256
1651,1040,Ravi Patil,36,1,A3,PM00999
1652,1041,Ajay Patil,45,2,A1,PM00697
1653,1041,Asha Joshi,32,3,A2,PM00012
1654,1042,Meera Pujari,64,3,A1,PM00204
1655,1042,Lakshmi Pujari,58,2,A2,PM01011
1656,1042,Lakshmi Kulkarni,50,2,A3,PM00330
1657,1043,Ajay Shetty,61,2,A1,PM00175
1658,1043,Kavya Khan,37,1,A2,PM00742
1659,1044,Mahesh Sharma,48,2,A1,PM00911
1660,1044,Mahesh Khan,60,3,A2,PM00626
1661,1045,Naveen Pujari,45,2,A1,PM00279
1662,1046,Anil Desai,35,1,A1,PM00970
1663,1046,Divya Bhat,21,1,A2,PM00367
1664,1047,Farhan Patil,18,1,A1,PM00574
1665,1048,Shreya Shetty,40,1,A1,PM00553
